ad;year;month;atfm_arrivals;total_delay;atc_delay;atc_other_delay;weather_delay;other_delay;last_entry;last_update
LICC;2011;1;2056;53;0;0;0;53;1-13-2011;9-1-12 14:33
LIMC;2011;1;7695;902;0;47;855;0;1-19-2011;9-1-12 14:33
LIME;2011;1;2706;3;0;0;3;0;1-16-2011;9-1-12 14:33
LIML;2011;1;4604;7340;0;0;7340;0;1-19-2011;9-1-12 14:33
LIPE;2011;1;2704;0;0;0;0;0;;
LIPZ;2011;1;2629;281;0;0;281;0;1-16-2011;9-1-12 14:33
LIRF;2011;1;12482;953;0;0;953;0;1-18-2011;9-1-12 14:33
LIRN;2011;1;2112;43;0;0;43;0;1-18-2011;9-1-12 14:33
LJLJ;2011;1;1204;0;0;0;0;0;;
LKPR;2011;1;5369;2422;0;0;2422;0;1-31-2011;9-1-12 14:33
LMML;2011;1;1061;0;0;0;0;0;;
LOWW;2011;1;9859;30103;5761;448;23894;0;1-31-2011;9-1-12 14:33
LPPR;2011;1;2456;1543;0;0;1543;0;1-10-2011;9-1-12 14:33
LPPT;2011;1;5612;5948;0;0;5948;0;1-17-2011;9-1-12 14:33
LROP;2011;1;2885;0;0;0;0;0;;
LSGG;2011;1;7689;4052;3650;0;299;103;1-30-2011;9-1-12 14:33
LSZH;2011;1;10722;16986;7005;200;9781;0;1-31-2011;9-1-12 14:33
LZIB;2011;1;707;0;0;0;0;0;;
EBBR;2011;2;8297;7061;399;154;6508;0;2-24-2011;9-1-12 14:33
EDDB;2011;2;2527;0;0;0;0;0;;
EDDF;2011;2;18016;164410;18494;0;145916;0;2-27-2011;9-1-12 14:33
EDDH;2011;2;5564;1418;309;91;1018;0;2-23-2011;9-1-12 14:33
EDDK;2011;2;4317;47;0;47;0;0;2-14-2011;9-1-12 14:33
EDDL;2011;2;8001;4165;279;0;3886;0;2-27-2011;9-1-12 14:33
EDDM;2011;2;15247;21051;439;0;20612;0;2-28-2011;9-1-12 14:33
EDDN;2011;2;2266;0;0;0;0;0;;
EDDP;2011;2;2239;0;0;0;0;0;;
EDDS;2011;2;4285;830;0;0;830;0;2-9-2011;9-1-12 14:33
EDDV;2011;2;2348;0;0;0;0;0;;
EETN;2011;2;1199;0;0;0;0;0;;
EFHK;2011;2;7376;1239;283;0;956;0;2-25-2011;9-1-12 14:33
EGBB;2011;2;3242;0;0;0;0;0;;
EGCC;2011;2;5534;0;0;0;0;0;;
EGGD;2011;2;1883;0;0;0;0;0;;
EGGW;2011;2;3420;0;0;0;0;0;;
EGKK;2011;2;8661;2879;0;0;2879;0;2-25-2011;9-1-12 14:33
EGLC;2011;2;2679;2514;0;0;2514;0;2-18-2011;9-1-12 14:33
EGLL;2011;2;18305;44631;2385;0;42105;141;2-25-2011;9-1-12 14:33
EGNT;2011;2;1633;0;0;0;0;0;;
EGPD;2011;2;2454;0;0;0;0;0;;
EGPF;2011;2;2667;0;0;0;0;0;;
EGPH;2011;2;3950;0;0;0;0;0;;
EGSS;2011;2;5125;0;0;0;0;0;;
EHAM;2011;2;14418;50493;6180;2423;39692;2198;2-28-2011;9-1-12 14:33
EIDW;2011;2;5672;44;0;0;44;0;2-13-2011;9-1-12 14:33
EKCH;2011;2;9486;4124;0;451;3673;0;2-16-2011;9-1-12 14:33
ELLX;2011;2;1912;1156;203;0;953;0;2-25-2011;9-1-12 14:33
ENBR;2011;2;3301;0;0;0;0;0;;
ENGM;2011;2;8485;5714;0;0;5714;0;2-23-2011;9-1-12 14:33
ENVA;2011;2;1951;0;0;0;0;0;;
ENZV;2011;2;2568;0;0;0;0;0;;
EPWA;2011;2;4976;0;0;0;0;0;;
ESGG;2011;2;2566;94;0;0;94;0;2-10-2011;9-1-12 14:33
ESSA;2011;2;7810;9547;0;0;9263;284;2-14-2011;9-1-12 14:33
EVRA;2011;2;2134;0;0;0;0;0;;
EYVI;2011;2;856;0;0;0;0;0;;
GCLP;2011;2;4341;9970;5646;731;165;3428;2-28-2011;9-1-12 14:33
GCTS;2011;2;2311;517;517;0;0;0;2-22-2011;9-1-12 14:33
GCXO;2011;2;2090;390;0;0;390;0;2-16-2011;9-1-12 14:33
LBSF;2011;2;1724;0;0;0;0;0;;
LCLK;2011;2;1356;0;0;0;0;0;;
LDZA;2011;2;1316;0;0;0;0;0;;
LEAL;2011;2;2179;0;0;0;0;0;;
LEBB;2011;2;1770;0;0;0;0;0;;
LEBL;2011;2;10618;4367;190;0;63;4114;2-12-2011;9-1-12 14:33
LEIB;2011;2;900;0;0;0;0;0;;
LEMD;2011;2;16236;16610;13834;0;2373;403;2-28-2011;9-1-12 14:33
LEMG;2011;2;3029;0;0;0;0;0;;
LEPA;2011;2;3838;2995;974;0;2021;0;2-28-2011;9-1-12 14:33
LEVC;2011;2;2554;0;0;0;0;0;;
LEZL;2011;2;1891;0;0;0;0;0;;
LFLL;2011;2;4650;3203;0;0;3203;0;2-25-2011;9-1-12 14:33
LFMN;2011;2;3826;6;0;0;6;0;2-13-2011;9-1-12 14:33
LFPG;2011;2;18781;19065;955;0;18110;0;2-28-2011;9-1-12 14:33
LFPO;2011;2;8467;10377;0;74;10205;98;2-24-2011;9-1-12 14:33
LFSB;2011;2;2407;0;0;0;0;0;;
LGAV;2011;2;5549;221;221;0;0;0;2-23-2011;9-1-12 14:33
LHBP;2011;2;3555;0;0;0;0;0;;
LICC;2011;2;1836;0;0;0;0;0;;
LIMC;2011;2;7057;71;0;0;71;0;2-1-2011;9-1-12 14:33
LIME;2011;2;2466;56;0;0;56;0;2-1-2011;9-1-12 14:33
LIML;2011;2;4579;2078;0;0;2078;0;2-10-2011;9-1-12 14:33
LIPE;2011;2;2445;0;0;0;0;0;;
LIPZ;2011;2;2455;1444;0;0;1444;0;2-11-2011;9-1-12 14:33
LIRF;2011;2;11528;2550;0;0;2550;0;2-27-2011;9-1-12 14:33
LIRN;2011;2;1947;136;0;0;136;0;2-7-2011;9-1-12 14:33
LJLJ;2011;2;1157;0;0;0;0;0;;
LKPR;2011;2;5020;1077;0;0;1077;0;2-18-2011;9-1-12 14:33
LMML;2011;2;1056;0;0;0;0;0;;
LOWW;2011;2;9666;7501;3158;4024;319;0;2-28-2011;9-1-12 14:33
LPPR;2011;2;2128;213;0;0;213;0;2-26-2011;9-1-12 14:33
LPPT;2011;2;4802;549;0;0;549;0;2-12-2011;9-1-12 14:33
LROP;2011;2;2723;0;0;0;0;0;;
LSGG;2011;2;7253;7162;7162;0;0;0;2-28-2011;9-1-12 14:33
LSZH;2011;2;9828;9584;5255;0;4329;0;2-28-2011;9-1-12 14:33
LZIB;2011;2;652;0;0;0;0;0;;
EBBR;2011;3;9733;11206;5211;0;5995;0;3-28-2011;9-1-12 14:33
EDDB;2011;3;2986;0;0;0;0;0;;
EDDF;2011;3;20457;94435;25458;2534;49721;16722;3-31-2011;9-1-12 14:33
EDDH;2011;3;6307;748;237;0;511;0;3-31-2011;9-1-12 14:33
EDDK;2011;3;5122;0;0;0;0;0;;
EDDL;2011;3;9108;4229;1887;18;2249;75;3-31-2011;9-1-12 14:33
EDDM;2011;3;17305;7276;1253;0;5687;336;3-30-2011;9-1-12 14:33
EDDN;2011;3;2597;0;0;0;0;0;;
EDDP;2011;3;2582;0;0;0;0;0;;
EDDS;2011;3;5080;0;0;0;0;0;;
EDDV;2011;3;2893;0;0;0;0;0;;
EETN;2011;3;1477;0;0;0;0;0;;
EFHK;2011;3;8550;1198;0;0;1198;0;3-28-2011;9-1-12 14:33
EGBB;2011;3;3733;0;0;0;0;0;;
EGCC;2011;3;6256;1481;0;0;1481;0;3-28-2011;9-1-12 14:33
EGGD;2011;3;2242;0;0;0;0;0;;
EGGW;2011;3;3853;0;0;0;0;0;;
EGKK;2011;3;9821;4922;0;0;4922;0;3-24-2011;9-1-12 14:33
EGLC;2011;3;3004;13268;0;0;7639;5629;3-24-2011;9-1-12 14:33
EGLL;2011;3;20317;21109;491;0;16285;4333;3-31-2011;9-1-12 14:33
EGNT;2011;3;1851;0;0;0;0;0;;
EGPD;2011;3;2895;0;0;0;0;0;;
EGPF;2011;3;3053;0;0;0;0;0;;
EGPH;2011;3;4562;0;0;0;0;0;;
EGSS;2011;3;5856;0;0;0;0;0;;
EHAM;2011;3;16927;25769;12945;0;12183;641;3-31-2011;9-1-12 14:33
EIDW;2011;3;6588;302;0;0;302;0;3-28-2011;9-1-12 14:33
EKCH;2011;3;10922;1382;0;0;1382;0;3-24-2011;9-1-12 14:33
ELLX;2011;3;2313;0;0;0;0;0;;
ENBR;2011;3;4077;0;0;0;0;0;;
ENGM;2011;3;10021;20781;0;178;14473;6130;3-24-2011;9-1-12 14:33
ENVA;2011;3;2312;0;0;0;0;0;;
ENZV;2011;3;3035;0;0;0;0;0;;
EPWA;2011;3;5780;401;401;0;0;0;3-21-2011;9-1-12 14:33
ESGG;2011;3;3079;0;0;0;0;0;;
ESSA;2011;3;9448;2258;712;0;1546;0;3-31-2011;9-1-12 14:33
EVRA;2011;3;2640;0;0;0;0;0;;
EYVI;2011;3;1007;0;0;0;0;0;;
GCLP;2011;3;5000;6327;4223;0;907;1197;3-28-2011;9-1-12 14:33
GCTS;2011;3;2714;130;130;0;0;0;3-20-2011;9-1-12 14:33
GCXO;2011;3;2495;150;0;0;150;0;3-13-2011;9-1-12 14:33
LBSF;2011;3;1928;0;0;0;0;0;;
LCLK;2011;3;1638;0;0;0;0;0;;
LDZA;2011;3;1548;0;0;0;0;0;;
LEAL;2011;3;2652;0;0;0;0;0;;
LEBB;2011;3;2043;0;0;0;0;0;;
LEBL;2011;3;12257;828;0;350;478;0;3-15-2011;9-1-12 14:33
LEIB;2011;3;1178;0;0;0;0;0;;
LEMD;2011;3;18478;30282;23053;2009;5220;0;3-31-2011;9-1-12 14:33
LEMG;2011;3;3776;0;0;0;0;0;;
LEPA;2011;3;4994;734;446;0;288;0;3-27-2011;9-1-12 14:33
LEVC;2011;3;2781;0;0;0;0;0;;
LEZL;2011;3;2155;0;0;0;0;0;;
LFLL;2011;3;5335;817;0;0;753;64;3-29-2011;9-1-12 14:33
LFMN;2011;3;4751;0;0;0;0;0;;
LFPG;2011;3;21396;6601;5868;0;615;118;3-31-2011;9-1-12 14:33
LFPO;2011;3;9807;1468;36;0;1432;0;3-31-2011;9-1-12 14:33
LFSB;2011;3;2963;712;705;0;0;7;3-31-2011;9-1-12 14:33
LGAV;2011;3;6336;0;0;0;0;0;;
LHBP;2011;3;4271;0;0;0;0;0;;
LICC;2011;3;2211;0;0;0;0;0;;
LIMC;2011;3;8128;0;0;0;0;0;;
LIME;2011;3;2819;0;0;0;0;0;;
LIML;2011;3;5194;0;0;0;0;0;;
LIPE;2011;3;2826;0;0;0;0;0;;
LIPZ;2011;3;2821;2;0;0;2;0;3-31-2011;9-1-12 14:33
LIRF;2011;3;13217;2191;0;0;2191;0;3-16-2011;9-1-12 14:33
LIRN;2011;3;2315;0;0;0;0;0;;
LJLJ;2011;3;1315;0;0;0;0;0;;
LKPR;2011;3;5802;0;0;0;0;0;;
LMML;2011;3;1210;0;0;0;0;0;;
LOWW;2011;3;11156;7850;7850;0;0;0;3-30-2011;9-1-12 14:33
LPPR;2011;3;2419;361;0;0;361;0;3-31-2011;9-1-12 14:33
LPPT;2011;3;5563;0;0;0;0;0;;
LROP;2011;3;3114;0;0;0;0;0;;
LSGG;2011;3;8096;7918;6243;380;353;942;3-30-2011;9-1-12 14:33
LSZH;2011;3;10958;12855;4995;622;7238;0;3-31-2011;9-1-12 14:33
LZIB;2011;3;843;0;0;0;0;0;;
EBBR;2011;4;9508;8617;3477;0;5140;0;4-29-2011;9-1-12 14:33
EDDB;2011;4;2858;0;0;0;0;0;;
EDDF;2011;4;20175;69083;40822;0;27144;1117;4-30-2011;9-1-12 14:33
EDDH;2011;4;6131;969;799;0;170;0;4-15-2011;9-1-12 14:33
EDDK;2011;4;4978;0;0;0;0;0;;
EDDL;2011;4;8798;2913;2314;182;417;0;4-17-2011;9-1-12 14:33
EDDM;2011;4;16834;10803;2297;16;8490;0;4-30-2011;9-1-12 14:33
EDDN;2011;4;2440;0;0;0;0;0;;
EDDP;2011;4;2479;0;0;0;0;0;;
EDDS;2011;4;4902;565;0;0;411;154;4-29-2011;9-1-12 14:33
EDDV;2011;4;2887;22;22;0;0;0;4-12-2011;9-1-12 14:33
EETN;2011;4;1383;0;0;0;0;0;;
EFHK;2011;4;8296;5468;1673;0;3795;0;4-30-2011;9-1-12 14:33
EGBB;2011;4;3662;0;0;0;0;0;;
EGCC;2011;4;6562;711;0;0;273;438;4-25-2011;9-1-12 14:33
EGGD;2011;4;2558;0;0;0;0;0;;
EGGW;2011;4;3924;0;0;0;0;0;;
EGKK;2011;4;10467;0;0;0;0;0;;
EGLC;2011;4;2581;145;0;0;0;145;4-12-2011;9-1-12 14:33
EGLL;2011;4;19904;11253;2986;0;6550;1717;4-29-2011;9-1-12 14:33
EGNT;2011;4;1882;0;0;0;0;0;;
EGPD;2011;4;2580;1395;0;0;1395;0;4-20-2011;9-1-12 14:33
EGPF;2011;4;2926;0;0;0;0;0;;
EGPH;2011;4;4613;0;0;0;0;0;;
EGSS;2011;4;6134;0;0;0;0;0;;
EHAM;2011;4;18132;5896;3081;0;2815;0;4-29-2011;9-1-12 14:33
EIDW;2011;4;6853;0;0;0;0;0;;
EKCH;2011;4;10336;7207;0;0;7207;0;4-15-2011;9-1-12 14:33
ELLX;2011;4;2328;104;0;0;0;104;4-29-2011;9-1-12 14:33
ENBR;2011;4;3788;0;0;0;0;0;;
ENGM;2011;4;8917;40375;458;0;8053;31864;4-29-2011;9-1-12 14:33
ENVA;2011;4;2046;0;0;0;0;0;;
ENZV;2011;4;2772;0;0;0;0;0;;
EPWA;2011;4;5619;310;310;0;0;0;4-27-2011;9-1-12 14:33
ESGG;2011;4;2813;106;0;0;106;0;4-3-2011;9-1-12 14:33
ESSA;2011;4;8839;1174;0;0;1174;0;4-13-2011;9-1-12 14:33
EVRA;2011;4;3024;0;0;0;0;0;;
EYVI;2011;4;1026;0;0;0;0;0;;
GCLP;2011;4;4702;4752;3117;0;1635;0;4-30-2011;9-1-12 14:33
GCTS;2011;4;2734;134;134;0;0;0;4-8-2011;9-1-12 14:33
GCXO;2011;4;2375;2460;0;0;2460;0;4-23-2011;9-1-12 14:33
LBSF;2011;4;1903;0;0;0;0;0;;
LCLK;2011;4;2102;0;0;0;0;0;;
LDZA;2011;4;1662;0;0;0;0;0;;
LEAL;2011;4;3517;81;0;0;81;0;4-14-2011;9-1-12 14:33
LEBB;2011;4;2023;0;0;0;0;0;;
LEBL;2011;4;12718;11498;0;142;11356;0;4-29-2011;9-1-12 14:33
LEIB;2011;4;1631;0;0;0;0;0;;
LEMD;2011;4;18128;47206;27662;484;15302;3758;4-30-2011;9-1-12 14:33
LEMG;2011;4;4903;792;720;0;0;72;4-29-2011;9-1-12 14:33
LEPA;2011;4;7134;6734;4971;0;1763;0;4-30-2011;9-1-12 14:33
LEVC;2011;4;2580;0;0;0;0;0;;
LEZL;2011;4;2035;0;0;0;0;0;4-20-2011;9-1-12 14:33
LFLL;2011;4;5125;1119;334;0;785;0;4-29-2011;9-1-12 14:33
LFMN;2011;4;5625;2417;602;0;1815;0;4-16-2011;9-1-12 14:33
LFPG;2011;4;21490;13129;8250;0;4879;0;4-30-2011;9-1-12 14:33
LFPO;2011;4;9896;564;0;0;553;11;4-30-2011;9-1-12 14:33
LFSB;2011;4;2919;1965;1965;0;0;0;5-1-2011;9-1-12 14:33
LGAV;2011;4;7195;251;251;0;0;0;4-15-2011;9-1-12 14:33
LHBP;2011;4;4705;0;0;0;0;0;;
LICC;2011;4;2674;0;0;0;0;0;;
LIMC;2011;4;8022;138;0;0;138;0;4-14-2011;9-1-12 14:33
LIME;2011;4;2825;148;0;0;148;0;4-26-2011;9-1-12 14:33
LIML;2011;4;5023;702;0;0;702;0;4-15-2011;9-1-12 14:33
LIPE;2011;4;2838;0;0;0;0;0;;
LIPZ;2011;4;3145;0;0;0;0;0;;
LIRF;2011;4;13653;697;0;0;697;0;4-27-2011;9-1-12 14:33
LIRN;2011;4;2709;145;0;0;0;145;4-21-2011;9-1-12 14:33
LJLJ;2011;4;1349;0;0;0;0;0;;
LKPR;2011;4;6085;0;0;0;0;0;;
LMML;2011;4;1401;0;0;0;0;0;;
LOWW;2011;4;10829;18172;9983;4177;4012;0;4-30-2011;9-1-12 14:33
LPPR;2011;4;2560;0;0;0;0;0;;
LPPT;2011;4;5904;428;0;428;0;0;4-30-2011;9-1-12 14:33
LROP;2011;4;2990;0;0;0;0;0;;
LSGG;2011;4;7129;8372;6585;0;1787;0;4-29-2011;9-1-12 14:33
LSZH;2011;4;10901;16561;8507;497;7370;187;4-30-2011;9-1-12 14:33
LZIB;2011;4;749;0;0;0;0;0;;
EBBR;2011;5;10471;7153;0;0;6855;298;5-30-2011;9-1-12 14:33
EDDB;2011;5;3163;0;0;0;0;0;;
EDDF;2011;5;21594;73797;12562;0;61235;0;5-31-2011;9-1-12 14:33
EDDH;2011;5;6802;4642;3081;523;1038;0;5-31-2011;9-1-12 14:33
EDDK;2011;5;6026;0;0;0;0;0;;
EDDL;2011;5;10328;5168;4371;42;755;0;5-31-2011;9-1-12 14:33
EDDM;2011;5;18370;24756;4122;953;19681;0;5-31-2011;9-1-12 14:33
EDDN;2011;5;2493;0;0;0;0;0;;
EDDP;2011;5;2815;0;0;0;0;0;;
EDDS;2011;5;5861;788;0;0;788;0;5-26-2011;9-1-12 14:33
EDDV;2011;5;3259;0;0;0;0;0;;
EETN;2011;5;1602;0;0;0;0;0;;
EFHK;2011;5;9020;1844;736;426;682;0;5-24-2011;9-1-12 14:33
EGBB;2011;5;4176;67;67;0;0;0;5-13-2011;9-1-12 14:33
EGCC;2011;5;7679;1030;772;0;0;258;5-30-2011;9-1-12 14:33
EGGD;2011;5;2671;0;0;0;0;0;;
EGGW;2011;5;4612;0;0;0;0;0;;
EGKK;2011;5;11274;951;0;0;951;0;5-30-2011;9-1-12 14:33
EGLC;2011;5;3027;1357;804;0;553;0;5-23-2011;9-1-12 14:33
EGLL;2011;5;20677;28674;3010;0;24727;937;5-31-2011;9-1-12 14:33
EGNT;2011;5;2261;0;0;0;0;0;;
EGPD;2011;5;2796;0;0;0;0;0;5-23-2011;9-1-12 14:33
EGPF;2011;5;3304;47;0;0;47;0;5-23-2011;9-1-12 14:33
EGPH;2011;5;4924;3425;1272;0;2153;0;5-30-2011;9-1-12 14:33
EGSS;2011;5;6775;681;0;0;0;681;5-23-2011;9-1-12 14:33
EHAM;2011;5;19518;12843;6434;0;6409;0;5-30-2011;9-1-12 14:33
EIDW;2011;5;7471;1448;0;0;0;1448;5-23-2011;9-1-12 14:33
EKCH;2011;5;11389;2097;0;0;2097;0;5-26-2011;9-1-12 14:33
ELLX;2011;5;2554;0;0;0;0;0;;
ENBR;2011;5;4495;568;0;568;0;0;5-19-2011;9-1-12 14:33
ENGM;2011;5;10331;17470;2404;0;4797;10269;5-19-2011;9-1-12 14:33
ENVA;2011;5;2485;0;0;0;0;0;;
ENZV;2011;5;3157;0;0;0;0;0;;
EPWA;2011;5;6203;92;92;0;0;0;5-4-2011;9-1-12 14:33
ESGG;2011;5;3285;0;0;0;0;0;;
ESSA;2011;5;10096;633;0;0;633;0;5-13-2011;9-1-12 14:33
EVRA;2011;5;3367;0;0;0;0;0;;
EYVI;2011;5;1240;0;0;0;0;0;;
GCLP;2011;5;4164;1028;730;0;0;298;5-25-2011;9-1-12 14:33
GCTS;2011;5;1959;0;0;0;0;0;;
GCXO;2011;5;2515;6307;0;0;6307;0;5-23-2011;9-1-12 14:33
LBSF;2011;5;2026;0;0;0;0;0;;
LCLK;2011;5;2589;95;95;0;0;0;5-13-2011;9-1-12 14:33
LDZA;2011;5;1846;1;0;0;0;1;40679;41153.60654
LEAL;2011;5;3741;0;0;0;0;0;;
LEBB;2011;5;2140;0;0;0;0;0;;
LEBL;2011;5;13847;874;0;0;874;0;5-9-2011;9-1-12 14:33
LEIB;2011;5;2518;773;0;0;0;773;5-28-2011;9-1-12 14:33
LEMD;2011;5;18760;70090;18334;0;50063;1693;5-31-2011;9-1-12 14:33
LEMG;2011;5;5154;671;671;0;0;0;5-29-2011;9-1-12 14:33
LEPA;2011;5;9393;2923;2877;0;46;0;5-31-2011;9-1-12 14:33
LEVC;2011;5;2714;0;0;0;0;0;;
LEZL;2011;5;2216;0;0;0;0;0;;
LFLL;2011;5;5596;3671;867;0;2804;0;5-26-2011;9-1-12 14:33
LFMN;2011;5;6829;2278;1503;0;0;775;5-30-2011;9-1-12 14:33
LFPG;2011;5;22402;7966;7042;0;924;0;5-30-2011;9-1-12 14:33
LFPO;2011;5;10383;1115;515;0;44;556;5-30-2011;9-1-12 14:33
LFSB;2011;5;3234;13118;12527;591;0;0;5-31-2011;9-1-12 14:33
LGAV;2011;5;7819;227;0;0;0;227;5-17-2011;9-1-12 14:33
LHBP;2011;5;4778;0;0;0;0;0;;
LICC;2011;5;2698;0;0;0;0;0;5-6-2011;9-1-12 14:33
LIMC;2011;5;8359;0;0;0;0;0;5-6-2011;9-1-12 14:33
LIME;2011;5;3086;360;0;0;360;0;5-27-2011;9-1-12 14:33
LIML;2011;5;5377;794;0;715;79;0;5-6-2011;9-1-12 14:33
LIPE;2011;5;3002;0;0;0;0;0;;
LIPZ;2011;5;3619;0;0;0;0;0;;
LIRF;2011;5;14552;2949;0;0;2949;0;5-31-2011;9-1-12 14:33
LIRN;2011;5;2980;0;0;0;0;0;5-6-2011;9-1-12 14:33
LJLJ;2011;5;1473;0;0;0;0;0;;
LKPR;2011;5;6582;1575;1033;0;542;0;5-24-2011;9-1-12 14:33
LMML;2011;5;1557;0;0;0;0;0;;
LOWW;2011;5;11816;10215;7895;0;2320;0;5-31-2011;9-1-12 14:33
LPPR;2011;5;2712;415;0;0;415;0;5-20-2011;9-1-12 14:33
LPPT;2011;5;6126;361;122;0;0;239;5-26-2011;9-1-12 14:33
LROP;2011;5;3287;0;0;0;0;0;;
LSGG;2011;5;7509;8616;4207;0;4409;0;5-30-2011;9-1-12 14:33
LSZH;2011;5;11820;29901;9295;2014;18056;536;5-31-2011;9-1-12 14:33
LZIB;2011;5;931;0;0;0;0;0;;
EBBR;2011;6;9993;2386;85;0;2301;0;6-26-2011;9-1-12 14:33
EDDB;2011;6;3212;0;0;0;0;0;;
EDDF;2011;6;20405;266587;29781;8423;111948;116435;6-30-2011;9-1-12 14:33
EDDH;2011;6;6363;5685;2792;0;2893;0;6-30-2011;9-1-12 14:33
EDDK;2011;6;5819;191;0;0;191;0;6-5-2011;9-1-12 14:33
EDDL;2011;6;9650;7895;4459;386;3050;0;6-30-2011;9-1-12 14:33
EDDM;2011;6;17328;34167;627;0;33540;0;6-30-2011;9-1-12 14:33
EDDN;2011;6;2322;0;0;0;0;0;;
EDDP;2011;6;2635;0;0;0;0;0;;
EDDS;2011;6;5620;106;0;0;106;0;6-1-2011;9-1-12 14:33
EDDV;2011;6;3119;0;0;0;0;0;;
EETN;2011;6;1603;0;0;0;0;0;;
EFHK;2011;6;8386;7233;4582;0;1366;1285;6-30-2011;9-1-12 14:33
EGBB;2011;6;4371;24;24;0;0;0;6-12-2011;9-1-12 14:33
EGCC;2011;6;7878;0;0;0;0;0;;
EGGD;2011;6;2681;0;0;0;0;0;;
EGGW;2011;6;4811;0;0;0;0;0;;
EGKK;2011;6;11428;718;0;0;718;0;6-28-2011;9-1-12 14:33
EGLC;2011;6;3057;1044;0;276;768;0;6-28-2011;9-1-12 14:33
EGLL;2011;6;20264;45182;9508;0;35396;278;6-30-2011;9-1-12 14:33
EGNT;2011;6;2338;0;0;0;0;0;;
EGPD;2011;6;3005;0;0;0;0;0;;
EGPF;2011;6;3509;0;0;0;0;0;;
EGPH;2011;6;5238;1367;1278;0;0;89;6-27-2011;9-1-12 14:33
EGSS;2011;6;6627;0;0;0;0;0;;
EHAM;2011;6;19013;13864;7926;0;5896;42;6-29-2011;9-1-12 14:33
EIDW;2011;6;7457;291;219;0;72;0;6-24-2011;9-1-12 14:33
EKCH;2011;6;11112;160;0;0;160;0;6-9-2011;9-1-12 14:33
ELLX;2011;6;2499;118;0;0;0;118;6-29-2011;9-1-12 14:33
ENBR;2011;6;4357;72;65;7;0;0;6-21-2011;9-1-12 14:33
ENGM;2011;6;9831;17882;8500;0;9382;0;6-30-2011;9-1-12 14:33
ENVA;2011;6;2325;0;0;0;0;0;;
ENZV;2011;6;3018;0;0;0;0;0;;
EPWA;2011;6;6243;1554;826;0;728;0;6-27-2011;9-1-12 14:33
ESGG;2011;6;2987;0;0;0;0;0;;
ESSA;2011;6;9174;0;0;0;0;0;;
EVRA;2011;6;3488;0;0;0;0;0;;
EYVI;2011;6;1266;0;0;0;0;0;;
GCLP;2011;6;4045;540;225;0;0;315;6-29-2011;9-1-12 14:33
GCTS;2011;6;1901;0;0;0;0;0;;
GCXO;2011;6;2471;2547;0;0;2547;0;6-30-2011;9-1-12 14:33
LBSF;2011;6;2013;0;0;0;0;0;;
LCLK;2011;6;2582;0;0;0;0;0;;
LDZA;2011;6;1780;138;0;0;0;138;40724;41153.60654
LEAL;2011;6;3774;0;0;0;0;0;;
LEBB;2011;6;2166;0;0;0;0;0;;
LEBL;2011;6;13773;0;0;0;0;0;;
LEIB;2011;6;3677;998;998;0;0;0;6-25-2011;9-1-12 14:33
LEMD;2011;6;18563;42762;29548;0;13214;0;6-30-2011;9-1-12 14:33
LEMG;2011;6;5238;3399;2375;0;1024;0;6-26-2011;9-1-12 14:33
LEPA;2011;6;10319;6186;3539;0;2647;0;6-30-2011;9-1-12 14:33
LEVC;2011;6;2781;0;0;0;0;0;;
LEZL;2011;6;2079;0;0;0;0;0;;
LFLL;2011;6;5146;2824;1125;0;1699;0;6-23-2011;9-1-12 14:33
LFMN;2011;6;6861;4628;1070;3558;0;0;6-29-2011;9-1-12 14:33
LFPG;2011;6;21982;12537;6594;0;5831;112;6-30-2011;9-1-12 14:33
LFPO;2011;6;10127;7088;840;0;3704;2544;6-28-2011;9-1-12 14:33
LFSB;2011;6;3429;3106;389;1;0;2716;6-27-2011;9-1-12 14:33
LGAV;2011;6;7965;6154;5871;283;0;0;6-29-2011;9-1-12 14:33
LHBP;2011;6;4875;0;0;0;0;0;;
LICC;2011;6;2886;0;0;0;0;0;;
LIMC;2011;6;8475;0;0;0;0;0;;
LIME;2011;6;3145;0;0;0;0;0;;
LIML;2011;6;5402;202;0;0;202;0;6-8-2011;9-1-12 14:33
LIPE;2011;6;3084;0;0;0;0;0;;
LIPZ;2011;6;4730;343;0;0;343;0;6-1-2011;9-1-12 14:33
LIRF;2011;6;14552;1231;0;0;1231;0;6-17-2011;9-1-12 14:33
LIRN;2011;6;3105;0;0;0;0;0;;
LJLJ;2011;6;1535;0;0;0;0;0;;
LKPR;2011;6;6897;1734;60;0;1674;0;6-24-2011;9-1-12 14:33
LMML;2011;6;1598;0;0;0;0;0;;
LOWW;2011;6;11587;27890;11854;0;16036;0;6-30-2011;9-1-12 14:33
LPPR;2011;6;2609;1109;0;1095;14;0;6-20-2011;9-1-12 14:33
LPPT;2011;6;6335;2384;2312;0;0;72;6-27-2011;9-1-12 14:33
LROP;2011;6;3251;0;0;0;0;0;;
LSGG;2011;6;7575;8567;4903;1061;2603;0;6-30-2011;9-1-12 14:33
LSZH;2011;6;11592;31478;11327;3498;16653;0;6-30-2011;9-1-12 14:33
LZIB;2011;6;1207;0;0;0;0;0;;
EBBR;2011;7;10251;4721;990;0;3136;595;7-29-2011;9-1-12 14:33
EDDB;2011;7;3070;0;0;0;0;0;;
EDDF;2011;7;21331;69881;9392;0;60489;0;7-30-2011;9-1-12 14:33
